product_id,listing_id,market,price,sku,grade_code
f362c52b-9041-490d-8769-ca5f953ddaeb,985555,fr-fr,883.00,,DIAMOND
f362c52b-9041-490d-8769-ca5f953ddaeb,985554,fr-fr,844.00,,PLATINUM
f2312e6f-4692-46e0-949d-56f06f5411dd,985553,fr-fr,450.00,,GOLD
f2312e6f-4692-46e0-949d-56f06f5411dd,985552,fr-fr,752.00,,PLATINUM
f2312e6f-4692-46e0-949d-56f06f5411dd,985551,fr-fr,897.00,,DIAMOND
f22ef5f1-fc42-41f4-a6c3-46880978342b,985550,fr-fr,504.00,,DIAMOND
f22ef5f1-fc42-41f4-a6c3-46880978342b,985549,fr-fr,120.00,,GOLD
f22ef5f1-fc42-41f4-a6c3-46880978342b,985548,fr-fr,474.00,,PLATINUM
f0b99b6f-0db1-46c1-9f40-9f6be249bcba,985547,fr-fr,543.00,,DIAMOND
f0b99b6f-0db1-46c1-9f40-9f6be249bcba,985545,fr-fr,547.00,,PLATINUM
f09c7b3d-0ceb-400a-b1dc-c18113573794,985544,fr-fr,540.00,,DIAMOND
f09c7b3d-0ceb-400a-b1dc-c18113573794,985542,fr-fr,488.00,,PLATINUM
