"product_id";"product_uuid";"listing_id";"market";"price";"sku";"grade_code";"grade";"category";"brand";"model";"storage";"buybox_price";"is_buybox";"status"
"20422";"fc6e0e81-635d-4563-8198-ed37b2ee0145";"985692";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"512";"450.00";"False";"Online"
"20420";"fb28fe81-9b1c-437a-a6f6-8ee58fe7ea03";"985691";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"256";"100.00";"True";"Online"
"20420";"fb28fe81-9b1c-437a-a6f6-8ee58fe7ea03";"985690";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"256";"317.00";"False";"Online"
"20420";"fb28fe81-9b1c-437a-a6f6-8ee58fe7ea03";"985689";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"256";"336.00";"False";"Online"
"20418";"fb19c415-0ce0-4641-891e-4bb712dfeaed";"985688";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"8000";"2058.00";"False";"Online"
"20418";"fb19c415-0ce0-4641-891e-4bb712dfeaed";"985687";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"8000";"140.00";"False";"Online"
"20418";"fb19c415-0ce0-4641-891e-4bb712dfeaed";"985686";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"8000";"2107.00";"False";"Online"
"20416";"f8c8f7b9-007a-4379-acb2-bc0774e391c6";"985685";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"1024";"441.00";"False";"Online"
"20416";"f8c8f7b9-007a-4379-acb2-bc0774e391c6";"985684";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"1024";"307.00";"False";"Online"
"20416";"f8c8f7b9-007a-4379-acb2-bc0774e391c6";"985683";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"1024";"456.00";"False";"Online"
"20413";"f8c41b50-9b95-480f-ab77-44df8d135992";"985682";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"1024";"524.00";"False";"Online"
"20413";"f8c41b50-9b95-480f-ab77-44df8d135992";"985681";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"1024";"100.00";"True";"Online"
"20413";"f8c41b50-9b95-480f-ab77-44df8d135992";"985680";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"1024";"501.00";"False";"Online"
"20412";"fafd83d6-c03d-4c54-ae64-30ddc06f0c00";"985679";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"2048";"500.00";"False";"Online"
"20412";"fafd83d6-c03d-4c54-ae64-30ddc06f0c00";"985678";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"2048";"562.00";"False";"Online"
"20412";"fafd83d6-c03d-4c54-ae64-30ddc06f0c00";"985677";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"2048";"701.00";"False";"Online"
"20411";"f8b0e634-692f-47a4-8391-a781d6d1719a";"985676";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"2048";"711.00";"False";"Online"
"20411";"f8b0e634-692f-47a4-8391-a781d6d1719a";"985675";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"2048";"672.00";"False";"Online"
"20411";"f8b0e634-692f-47a4-8391-a781d6d1719a";"985674";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"2048";"500.00";"False";"Online"
"20409";"fb6a11b3-cc4a-4fec-896f-47f2fad95fae";"985673";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"512";"606.00";"False";"Online"
"20409";"fb6a11b3-cc4a-4fec-896f-47f2fad95fae";"985672";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"512";"370.00";"False";"Online"
"20409";"fb6a11b3-cc4a-4fec-896f-47f2fad95fae";"985671";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"512";"637.00";"False";"Online"
"20408";"faba1cb7-ac74-4210-bb4e-d8b13ef1ef05";"985670";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"2048";"592.00";"False";"Online"
"20408";"faba1cb7-ac74-4210-bb4e-d8b13ef1ef05";"985669";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"2048";"400.00";"False";"Online"
"20408";"faba1cb7-ac74-4210-bb4e-d8b13ef1ef05";"985668";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"2048";"686.00";"False";"Online"
"20407";"f86dc7ae-6526-4dac-90e0-03d27260a01b";"985667";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"2048";"493.00";"False";"Online"
"20407";"f86dc7ae-6526-4dac-90e0-03d27260a01b";"985666";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"2048";"120.00";"False";"Online"
"20407";"f86dc7ae-6526-4dac-90e0-03d27260a01b";"985665";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"2048";"500.00";"False";"Online"
"20401";"f8473ef3-bd37-4a1e-8af3-eaf7e67e4300";"985664";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"8000";"755.00";"False";"Online"
"20401";"f8473ef3-bd37-4a1e-8af3-eaf7e67e4300";"985663";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"8000";"1753.00";"False";"Online"
"20401";"f8473ef3-bd37-4a1e-8af3-eaf7e67e4300";"985662";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"8000";"1803.00";"False";"Online"
"20397";"fa85dd72-dcc8-4c58-b923-260c07af72fe";"985661";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"512";"100.00";"True";"Online"
"20397";"fa85dd72-dcc8-4c58-b923-260c07af72fe";"985660";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"512";"369.00";"False";"Online"
"20397";"fa85dd72-dcc8-4c58-b923-260c07af72fe";"985659";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"512";"401.00";"False";"Online"
"20396";"f7f2e457-4f26-42b8-a25f-f7b3372c2062";"985658";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"512";"481.00";"False";"Online"
"20396";"f7f2e457-4f26-42b8-a25f-f7b3372c2062";"985657";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"512";"100.00";"True";"Online"
"20396";"f7f2e457-4f26-42b8-a25f-f7b3372c2062";"985656";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"512";"502.00";"False";"Online"
"20395";"fa77769c-59ad-44ee-84ac-04a7e789391c";"985655";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"8192";"839.00";"False";"Online"
"20395";"fa77769c-59ad-44ee-84ac-04a7e789391c";"985654";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"8192";"200.00";"False";"Online"
"20395";"fa77769c-59ad-44ee-84ac-04a7e789391c";"985653";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"8192";"829.00";"False";"Online"
"20394";"f9a64470-d317-4076-8032-24ee10fec85f";"985652";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"2000";"1658.00";"False";"Online"
"20394";"f9a64470-d317-4076-8032-24ee10fec85f";"985651";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"2000";"140.00";"False";"Online"
"20394";"f9a64470-d317-4076-8032-24ee10fec85f";"985650";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"2000";"1707.00";"False";"Online"
"20391";"f7ec9ba3-a4d3-4746-8054-fe5c0c2813ca";"985649";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"8192";"735.00";"False";"Online"
"20391";"f7ec9ba3-a4d3-4746-8054-fe5c0c2813ca";"985648";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"8192";"150.00";"False";"Online"
"20391";"f7ec9ba3-a4d3-4746-8054-fe5c0c2813ca";"985647";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"8192";"807.00";"False";"Online"
"20387";"f99a20c6-89ea-4848-915d-5b69001970d9";"985646";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"4096";"609.00";"False";"Online"
"20387";"f99a20c6-89ea-4848-915d-5b69001970d9";"985645";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"4096";"218.00";"False";"Online"
"20387";"f99a20c6-89ea-4848-915d-5b69001970d9";"985644";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"4096";"660.00";"False";"Online"
"20386";"fa28f87f-74bc-4151-8edf-464a94c0759e";"985643";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"512";"368.00";"False";"Online"
"20386";"fa28f87f-74bc-4151-8edf-464a94c0759e";"985642";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"512";"496.00";"False";"Online"
"20386";"fa28f87f-74bc-4151-8edf-464a94c0759e";"985641";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"512";"506.00";"False";"Online"
"20384";"f713aaa9-38a8-475b-a1ac-2807dae7eeab";"985640";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"4096";"706.00";"False";"Online"
"20384";"f713aaa9-38a8-475b-a1ac-2807dae7eeab";"985639";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"4096";"717.00";"False";"Online"
"20384";"f713aaa9-38a8-475b-a1ac-2807dae7eeab";"985638";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"4096";"480.00";"False";"Online"
"20383";"f781ab62-6e69-41c4-a0fa-fd9ee156ead5";"985637";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"4096";"100.00";"True";"Online"
"20383";"f781ab62-6e69-41c4-a0fa-fd9ee156ead5";"985636";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"4096";"653.00";"False";"Online"
"20383";"f781ab62-6e69-41c4-a0fa-fd9ee156ead5";"985635";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"4096";"688.00";"False";"Online"
"20382";"f9fda1b4-53c8-4e06-ad3e-718ff164434f";"985634";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"1024";"571.00";"False";"Online"
"20382";"f9fda1b4-53c8-4e06-ad3e-718ff164434f";"985633";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"1024";"370.00";"False";"Online"
"20382";"f9fda1b4-53c8-4e06-ad3e-718ff164434f";"985632";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"1024";"561.00";"False";"Online"
"20381";"f9704fa6-403f-412b-a48b-06336441b118";"985631";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"4000";"666.00";"False";"Online"
"20381";"f9704fa6-403f-412b-a48b-06336441b118";"985630";"fr-fr";"100.00";"None";"DIAMOND";"Functional - Flawless";"MacBook";"Apple";"MacBook Pro";"4000";"1067.00";"False";"Online"
"20381";"f9704fa6-403f-412b-a48b-06336441b118";"985629";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"4000";"1009.00";"False";"Online"
"20377";"f7405cfa-d8bb-4f88-a277-182f0fa936d1";"985628";"fr-fr";"100.00";"None";"PLATINUM";"Functional - Good";"MacBook";"Apple";"MacBook Pro";"512";"756.00";"False";"Online"
"20377";"f7405cfa-d8bb-4f88-a277-182f0fa936d1";"985627";"fr-fr";"100.00";"None";"GOLD";"Functional - Used";"MacBook";"Apple";"MacBook Pro";"512";"500.00";"False";"Online"
